,wine_name,wine_country,wine_region,wine_year,wine_type,wine_price,wine_thumb,wine_url,wine_seller
0,"Cascina Castlèt Passum Barbera d'Asti D.O.C.G. Superiore 1,5l Magnum",Italien,Piemont,2016.0,red,59.0,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1685_150x240.jpg,https://www.divino.de/wein/rotwein/cascina-castlet-passum-barbera-di-asti-docg-superiore-magnum,2
1,"Cascina Castlèt Litina Barbera d'Asti D.O.C.G. Superiore 1,5l Magnum",Italien,Piemont,2016.0,red,33.0,https://www.divino.de/media/image/thumbnail/50_Anni_150x240.png,https://www.divino.de/wein/rotwein/cascina-castlet-litina-barbera-di-asti-docg-superiore-magnum,2
2,Cascina Castlèt Passum Barbera d'Asti D.O.C.G. Superiore,Italien,Piemont,2017.0,red,26.9,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1685_150x240.jpg,https://www.divino.de/wein/rotwein/cascina-castlet-passum-barbera-di-asti-docg-superiore,2
3,Cascina Castlèt Litina Barbera d'Asti D.O.C.G. Superiore,Italien,Piemont,2017.0,red,14.99,https://www.divino.de/media/image/thumbnail/50_Anni_150x240.png,https://www.divino.de/wein/rotwein/cascina-castlet-litina-barbera-di-asti-docg-superiore,2
4,Nicolas Duffour Le Galopin de Gascogne Rouge I.G.P.,Frankreich,Gascogne,2020,rosé,5.9,https://www.divino.de/media/image/thumbnail/Galopin_150x240.jpg,https://www.divino.de/wein/rotwein/nicolas-duffour-le-galopin-de-gascogne-rouge,2
5,Château Godard Bellevue Francs Côtes de Bordeaux A.C. Rouge,Frankreich,Bordeaux,2016,red,9.99,https://www.divino.de/media/image/thumbnail/arbo_godard-bellevue_1500_150x240.png,https://www.divino.de/wein/rotwein/2016-chateau-godard-bellevue-francs-cotes-de-bordeaux,2
6,Château Arbo Bordeaux A.O.C. Montagne-Saint-Émilion,Frankreich,Bordeaux,2019,red,21.9,https://www.divino.de/media/image/thumbnail/Arbo_150x240.png,https://www.divino.de/wein/2019-chateau-arbo-bordeaux-a.o.c.-montagne-saint-emilion,2
7,Cantina Trerè Cà More Ravenna Rosso I.G.T.,Italien,Emilia-Romagna,2020,white,7.99,https://www.divino.de/media/image/thumbnail/Trere_Camore_150x240.png,https://www.divino.de/wein/rotwein/cantina-trere-re-ca-more-ravenna-rosso-igt,2
8,Hermanos del Villar Gaudeamus Roble D.O. Ribera del Duero,Spanien,Ribera del Duero,2019,red,9.2,https://www.divino.de/media/image/thumbnail/HdV_Gaudeamus_2013_2_150x240.png,https://www.divino.de/rotwein/hermanos-del-villar-gaudeamus-tinto-roble-ribera-del-duero,2
9,"Teanum ÒTRE Negroamaro ""Fish""",Italien,Apulien,2018.0,red,9.2,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1971_150x240.jpg,https://www.divino.de/wein/teanum-otre-negroamaro-fish-pugila,2
10,Teanum ÒTRE Nero di Troia,Italien,Apulien,2018.0,red,9.2,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1938_150x240.jpg,https://www.divino.de/wein/teanumn-otre-nero-di-troia-puglia,2
11,Teanum VENTO Rosso Nero di Troia & Primitivo,Italien,Apulien,2018.0,red,6.9,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1926_150x240.jpg,https://www.divino.de/wein/teanum-vento-rosso-nero-di-troia-primitivo-puglia,2
12,Domaine Grand Veneur Côtes du Rhône A.C. Les Champauvins,Frankreich,Côtes du Rhône,2017.0,red,12.2,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1752_150x240.jpg,https://www.divino.de/rotwein/domaine-grand-veneur-les-champauvins-cotes-du-rhone-a.c.-rouge,2
13,"Domaine Grand Veneur ""Le Miocène"" Châteauneuf-du-Pape A.C. 0,375l",Frankreich,Châteauneuf-du-Pape,2017.0,red,17.9,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-961_150x240.jpg,"https://www.divino.de/wein/rotwein/domaine-grand-veneur-chateauneuf-du-pape-le-miocene-0,375l",2
14,Domaine Girard Tradition Rouge A.O.P. Malepère,Frankreich,Languedoc-Roussillon,2018.0,red,8.7,https://www.divino.de/media/image/thumbnail/Tradition_Rouge_150x240.png,https://www.divino.de/wein/domaine-girard-tradition-rouge-a.o.p.-malepere,2
15,"Rejadorada Tinto Roble D.O. Toro 0,375l",Spanien,Toro,2019,red,5.5,https://www.divino.de/media/image/thumbnail/Rejadorada_Roble_2013_150x240.png,"https://www.divino.de/rejadorada-tinto-roble-toro-0,375l",2
16,"Rejadorada Novellum Crianza D.O. Toro Magnum (1,5l)",Spanien,Toro,2016,red,26.9,https://www.divino.de/media/image/thumbnail/Rejadorada_2012_Novellum_150x240.png,https://www.divino.de/rotwein/rejadorada-novellum-crianza-toro-magnum,2
17,Rejadorada Novellum Crianza D.O. Toro,Spanien,Toro,2016,red,13.2,https://www.divino.de/media/image/thumbnail/Rejadorada_2012_Novellum_150x240.png,https://www.divino.de/rotwein/rejadorada-novellum-crianza-toro,2
18,Rejadorada Reja Joven D.O. Toro,Spanien,Toro,2020,red,7.2,https://www.divino.de/media/image/thumbnail/Rejadorada_Reja_2014_150x240.png,https://www.divino.de/wein/rejadorada-reja-joven-toro,2
19,Rejadorada Tinto Roble D.O. Toro,Spanien,Toro,2019,red,9.2,https://www.divino.de/media/image/thumbnail/Rejadorada_Roble_2013_150x240.png,https://www.divino.de/wein/rejadorada-tinto-roble-toro,2
20,"Domaine Grand Veneur Châteauneuf-du-Pape A.C. ""Les Origines"" 1,5l Magnum",,,2017,,99.0,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-973_150x240.jpg,https://www.divino.de/rotwein/domaine-grand-veneur-chateauneuf-du-pape-les-origines-magnum,2
21,"Domaine Grand Veneur Côtes du Rhône A.C. Les Champauvins 1,5l Magnum",Frankreich,Côtes du Rhône,2017.0,red,26.9,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1752_150x240.jpg,https://www.divino.de/rotwein/domaine-grand-veneur-les-champauvins-cotes-du-rhone-a.c.-rouge-magnum,2
22,Alain Jaume & Fils (Domaine Grand Veneur) Gigondas A.C. Terrasses de Montmirail,Frankreich,Côtes du Rhône,2013.0,red,24.9,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1988_150x240.jpg,https://www.divino.de/wein/alain-jaume-et-fils-gigondas-terrasses-de-montmirail,2
23,Alain Jaume & Fils (Domaine Grand Veneur) Vacqueyras A.C. La Grande Garrigue,Frankreich,Côtes du Rhône,2015.0,red,15.9,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1724_150x240.jpg,https://www.divino.de/wein/alain-jaume-domaine-grand-veneur-vacqueyras-la-grande-garrigue-ac,2
24,"Domaine Grand Veneur Châteauneuf-du-Pape A.C. ""Les Origines""",Frankreich,Châteauneuf-du-Pape,2011.0,red,49.0,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-973_150x240.jpg,https://www.divino.de/rotwein/domaine-grand-veneur-chateauneuf-du-pape-les-origines,2
25,Le Lame Sorripa Chianti Classico D.O.C.G. Gallo Nero Gran Selezione,Italien,Toskana,2013.0,red,29.9,https://www.divino.de/media/image/thumbnail/LeLame_Sorripa_150x240.png,https://www.divino.de/wein/rotwein/-le-lame-sorripa-chianti-classico-gallo-nero-gran-selezione,2
26,Le Lame Chianti Classico D.O.C.G. Gallo Nero Riserva,Italien,Toskana,2015.0,red,14.4,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1664_150x240.jpg,https://www.divino.de/wein/rotwein/-le-lame-chianti-classico-gallo-nero-riserva,2
27,Le Lame Chianti Classico D.O.C.G. Gallo Nero,Italien,Toskana,2016.0,red,10.8,https://www.divino.de/media/image/thumbnail/LeLame_Classico_150x240.png,https://www.divino.de/wein/rotwein/-le-lame-cianti-classico-gallo-nero,2
28,"Cascina Castlèt ""Vespa"" Barbera d'Asti D.O.C.G.",Italien,Piemont,2019.0,red,10.9,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1694_150x240.jpg,https://www.divino.de/wein/rotwein/cascina-castlet-vespa-barbera-di-asti,2
29,"Cascina Castlèt ""Vespa"" Barbera d'Asti D.O.C.G. 0,375l",Italien,Piemont,2019.0,red,6.5,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1694_150x240.jpg,https://www.divino.de/wein/rotwein/cascina-castlet-vespa-barbera-di-asti-0375l,2
30,Teanum ÒTRE Primitivo I.G.T. Puglia,Italien,Apulien,2019.0,red,9.2,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1935_150x240.jpg,https://www.divino.de/wein/teanum-otre-primitivo-puglia,2
31,Rignana Chianti Classico D.O.C.G. Gallo Nero Gran Selezione,Italien,Toskana,2012.0,red,29.9,https://www.divino.de/media/image/thumbnail/Gran-Selezione-new-big-sfondo_150x240.png,https://www.divino.de/wein/rotwein/rignana-chianti-classico-gallo-nero-gran-selezione,2
32,Rignana Le Villane Rosso Toscano I.G.T.,Italien,Toskana,2018.0,red,10.9,https://www.divino.de/media/image/thumbnail/rignana_rosso_150x240.jpg,https://www.divino.de/wein/rotwein/rignana-le-villane-rosso-toscana,2
33,Rignana Chianti Classico D.O.C.G. Gallo Nero Riserva,Italien,Toskana,2016.0,red,20.99,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1997_150x240.jpg,https://www.divino.de/wein/rotwein/rignana-chianti-classico-gallo-nero-riserva,2
34,Rignana Chianti Classico D.O.C.G. Gallo Nero,Italien,Toskana,2012.0,red,13.99,https://www.divino.de/media/image/thumbnail/Rignana_CC_2013_150x240.png,https://www.divino.de/wein/rotwein/rignana-chianti-classico-gallo-nero,2
35,"Cantina di Venosa Carato Venusio D.O.C.G. Aglianico del Vulture 1,5l Magnum",Italien,Basilikata,2013,red,63.0,https://www.divino.de/media/image/thumbnail/Carato_Venusio_Magnum_150x240.jpg,https://www.divino.de/wein/cantina-di-venosa-carato-venusio-d.o.c.g.-aglianico-del-vulture-magnum,2
36,Château Arbo Bordeaux A.O.C. Montagne-Saint-Émilion,Frankreich,Bordeaux,2018,red,21.9,https://www.divino.de/media/image/thumbnail/Arbo_150x240.png,https://www.divino.de/wein/2018-chateau-arbo-bordeaux-a.o.c.-montagne-saint-emilion,2
37,"Château Arbo Bordeaux A.O.C. Montagne-Saint-Émilion 1,5l Magnum",Frankreich,Bordeaux,2018,red,48.0,https://www.divino.de/media/image/thumbnail/Arbo_150x240.png,https://www.divino.de/wein/2018-chateau-arbo-bordeaux-a.o.c.-montagne-saint-emilion-magnum,2
38,Otero Reserva D.O.P. Valles de Benavente,Spanien,Valles de Benavente,2014,red,12.3,https://www.divino.de/media/image/thumbnail/botella-otero-reserva-2008_150x240.jpg,https://www.divino.de/wein/otero-reserva-valles-de-benavente,2
39,Otero Crianza D.O.P. Valles de Benavente,Spanien,Valles de Benavente,2015,red,10.2,https://www.divino.de/media/image/thumbnail/botella-otero-crianza-2009_150x240.jpg,https://www.divino.de/wein/otero-crianza-valles-de-benavente,2
40,Grand Veneur Côtes du Rhône A.C. Rouge,Frankreich,Côtes du Rhône,2018.0,red,8.7,https://www.divino.de/media/image/thumbnail/Jaume_GV_Rouge_2019_150x240.png,https://www.divino.de/rotwein/grand-veneur-cotes-du-rhone-a.c.-rouge,2
41,Cantina di Venosa Verbo Rosso D.O.P. Aglianico del Vulture,Italien,Basilikata,2018,red,8.4,https://www.divino.de/media/image/thumbnail/venosa_verbo_rosso_150x240.png,https://www.divino.de/wein/cantina-di-venosa-verbo-rosso--d.o.p.-aglianico-del-vulture,2
42,Teanum Gran Tiati,Italien,Apulien,2014.0,red,17.5,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1795_150x240.jpg,https://www.divino.de/wein/rotwein-teanum-gran-tiati-puglia,2
43,"Domaine Girard Cuvée Neri Rouge A.O.P. Malepère Magnum (1,5l)",Frankreich,Languedoc-Roussillon,2018.0,red,29.9,https://www.divino.de/media/image/thumbnail/Girard_Neri_neu_150x240.png,https://www.divino.de/wein/domaine-girard-cuvee-neri-rouge-a.o.p.-malepere-magnum,2
44,Domaine Girard Cuvée Neri Rouge A.O.P. Malepère,Frankreich,Languedoc-Roussillon,2018.0,red,12.9,https://www.divino.de/media/image/thumbnail/Girard_Neri_neu_150x240.png,https://www.divino.de/wein/domaine-girard-cuvee-neri-rouge-a.o.p.-malepere,2
45,Domaine Girard Pinot Noir I.G.P.,Frankreich,Languedoc-Roussillon,2018.0,red,8.99,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-2006_150x240.jpg,https://www.divino.de/wein/domaine-girard-pinot-noir-igp,2
46,"Alain Jaume & Fils (Domaine Grand Veneur) Ventoux A.C. ""Les Gélinottes""",Frankreich,Côtes du Rhône,2018.0,red,7.6,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1876_150x240.jpg,https://www.divino.de/wein/alain-jaume-domaine-grand-veneur-ventoux-a.c.-les-gelinottes,2
47,"Grand Veneur Côtes du Rhône A.C. Rouge 0,375l",Frankreich,Côtes du Rhône,2018.0,red,5.2,https://www.divino.de/media/image/thumbnail/getBinary-BinaryCodeID-1731_150x240.jpg,"https://www.divino.de/rotwein/grand-veneur-cotes-du-rhone-a.c.-rouge-0,375l",2
48,Cantina di Venosa Carato Venusio D.O.C.G. Aglianico del Vulture Superiore,Italien,Basilikata,2013,red,29.0,https://www.divino.de/media/image/thumbnail/Carato_150x240.png,https://www.divino.de/wein/cantina-di-venosa-carato-venusio-d.o.c.g.-aglianico-del-vulture,2
49,Cantina di Venosa Terre di Orazio D.O.P. Aglianico del Vulture,Italien,Basilikata,2018,red,9.2,https://www.divino.de/media/image/thumbnail/venosa_Terre_di_orazio_150x240.png,https://www.divino.de/wein/cantina-di-venosa-terre-di-orazio-d.o.p.-aglianico-del-vulture,2
50,Cantina di Venosa Matematico Merlot Vino Rosso Vulcanico,Italien,Basilikata,2019,red,29.0,https://www.divino.de/media/image/thumbnail/matematico-Kopie_150x240.png,https://www.divino.de/wein/cantina-di-venosa-matematico-merlot-vino-rosso-vulcanico,2
51,"Château Arbo Bordeaux A.O.C. Montagne-Saint-Émilion 1,5l Magnum",Frankreich,Bordeaux,2016,red,48.0,https://www.divino.de/media/image/thumbnail/Arbo_150x240.png,https://www.divino.de/wein/chateau-arbo-bordeaux-a.o.c.-montagne-saint-emilion-magnum,2
52,Château Arbo Bordeaux A.O.C. Montagne-Saint-Émilion,Frankreich,Bordeaux,2016,red,21.9,https://www.divino.de/media/image/thumbnail/Arbo_150x240.png,https://www.divino.de/wein/chateau-arbo-bordeaux-a.o.c.-montagne-saint-emilion,2
53,Bagordi Crianza D.O.C. Rioja,Spanien,Rioja,2015,red,10.9,https://www.divino.de/media/image/thumbnail/Bagordi_Crianza_150x240.png,https://www.divino.de/wein/bagordi-crianza-d.o.c.-rioja,2
54,Bagordi Tinto Cosecha 6 Meses Barrica D.O.C. Rioja,Spanien,Rioja,2017,red,6.99,https://www.divino.de/media/image/thumbnail/Bagordi_Tinto_150x240.png,https://www.divino.de/wein/bagordi-tinto-cosecha-roble-d.o.c.-rioja,2
55,Château La Fleur Lauga Bordeaux A.O.C. Saint-Julien Cru Artisan,Frankreich,Bordeaux,2016,red,39.0,https://www.divino.de/media/image/thumbnail/lafleur_150x240.png,https://www.divino.de/wein/2016-chateau-la-fleur-lauga-bordeaux-saint-julien-cru-artisan,2
56,La Petite Fleur de Château La Fleur Lauga Bordeaux A.O.C. Saint-Julien Cru Artisan,Frankreich,Bordeaux,2016,red,29.9,https://www.divino.de/media/image/thumbnail/lapetitefleur_150x240.png,https://www.divino.de/wein/2016-la-petite-fleur-de-lauga-bordeaux-saint-julien-cru-artisan,2
57,"Château de Lauga Bordeaux A.O.C. Haut-Médoc Cru Artisan Magnumflasche (1,5l)",Frankreich,Bordeaux,2015,red,29.9,https://www.divino.de/media/image/thumbnail/lauga2008_gross_150x240.png,https://www.divino.de/wein/2015-chateau-de-lauga-bordeaux-haut-medoc-cru-artisan-magnum,2
58,"Château de Lauga Bordeaux A.O.C. Haut-Médoc Cru Artisan 0,375l",Frankreich,Bordeaux,2016,red,8.6,https://www.divino.de/media/image/thumbnail/lauga2008_gross_150x240.png,"https://www.divino.de/wein/2016-chateau-de-lauga-bordeaux-haut-medoc-cru-artisan-0,375l",2
59,Château de Lauga Bordeaux A.O.C. Haut-Médoc Cru Artisan,Frankreich,Bordeaux,2016,red,14.9,https://www.divino.de/media/image/thumbnail/lauga2008_gross_150x240.png,https://www.divino.de/wein/2016-chateau-de-lauga-bordeaux-haut-medoc-cru-artisan,2
60,Château de Lauga Bordeaux A.O.C. Haut-Médoc Cru Artisan,Frankreich,Bordeaux,2015,red,14.9,https://www.divino.de/media/image/thumbnail/lauga2008_gross_150x240.png,https://www.divino.de/wein/2015-chateau-de-lauga-bordeaux-haut-medoc-cru-artisan,2
61,"Château de Lauga Bordeaux A.O.C. Haut-Médoc Cru Artisan Magnumflasche (1,5l)",Frankreich,Bordeaux,2016,red,29.9,https://www.divino.de/media/image/thumbnail/lauga2008_gross_150x240.png,https://www.divino.de/wein/2016-chateau-de-lauga-bordeaux-haut-medoc-cru-artisan-magnum,2
62,"Cantina di Venosa Terre di Orazio D.O.P. Aglianico del Vulture 0,375l",Italien,Basilikata,2017,red,5.5,https://www.divino.de/media/image/thumbnail/venosa_Terre_di_orazio_150x240.png,"https://www.divino.de/wein/cantina-di-venosa-terre-di-orazio-d.o.p.-aglianico-del-vulture-0,375l",2
63,Cantina di Venosa Gesualdo D.O.P. Aglianico del Vulture,Italien,Basilikata,2017,red,15.9,https://www.divino.de/media/image/thumbnail/venosa_gesualdo_150x240.png,https://www.divino.de/wein/cantina-di-venosa-gesualdo-d.o.p.-aglianico-del-vulture,2
64,Otero Finca Valleoscuro Tinto D.O.P. Valles de Benavente,Spanien,Valles de Benavente,2018,red,6.2,https://www.divino.de/media/image/thumbnail/Otero_VO_Tinto_150x240.png,https://www.divino.de/wein/otero-valleoscuro-tinto-valles-de-benavente,2
65,Bagordi Garnacha Crianza D.O.C. Rioja,Spanien,Rioja,2014,red,14.9,https://www.divino.de/media/image/thumbnail/Bagordi_Garnacha_150x240.png,https://www.divino.de/wein/2014-bagordi-garnacha-crianza-d.o.c.-rioja,2
66,Bagordi Graciano Crianza D.O.C. Rioja,Spanien,Rioja,2014,red,14.9,https://www.divino.de/media/image/thumbnail/Bagordi_Graciano_150x240.png,https://www.divino.de/wein/2014-bagordi-graciano-crianza-d.o.c.-rioja,2
67,Ochoa Tempranillo Crianza D.O. Navarra,Spanien,Navarra,2014,red,8.6,https://www.divino.de/media/image/thumbnail/2012_Ochoa_Crianza_150x240.png,https://www.divino.de/wein/rotwein/2014-ochoa-tempranillo-crianza-d.o.-navarra,2
68,"Ochoa Tempranillo Crianza D.O. Navarra 1,5l Magnum",Spanien,Navarra,2012,red,19.9,https://www.divino.de/media/image/thumbnail/2012_Ochoa_Crianza_Magnum_150x240.png,https://www.divino.de/2012-ochoa-tempranillo-crianza-d.o.-navarra-1-5l-magnum,2
